"url","discovery_source","status","final_url","content_type","title","meta_description","h1","word_count","index_directive","canonical","sitemap_member","click_depth","inlinks","outlinks","schema_types","image_alt_issues","template_type","redirect_chain","evidence_level","observed_utc","notes"
"https://www.brothertours.com/tour/laos-highlight-weekend-escape/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/laos-highlight-weekend-escape/","text/html; charset=UTF-8","Laos Highlight Weekend Escape -𝟲 𝘿𝗮𝘆𝘀 / 𝟱 𝗡𝗶𝗴𝗵𝘁𝘀","Experience the best Laos highlight in just 6 days — perfect for couples, friends, or small groups looking to experience the best of Laos within a limited.","𝙇𝙖𝙤𝙨 𝙃𝙞𝙜𝙝𝙡𝙞𝙜𝙝𝙩 𝙒𝙚𝙚𝙠𝙚𝙣𝙙 𝙀𝙨𝙘𝙖𝙥𝙚 – 𝟲 𝘿𝗮𝘆𝘀 / 𝟱 𝗡𝗶𝗴𝗵𝘁𝘀","1082","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/laos-highlight-weekend-escape/","true","2","7","24","Product|Offer","7","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/laos-weekend-escape-heritage-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/laos-weekend-escape-heritage-adventure/","text/html; charset=UTF-8","Laos Weekend Escape - 𝐇𝐞𝐫𝐢𝐭𝐚𝐠𝐞, 𝐀𝐝𝐯𝐞𝐧𝐭𝐮𝐫𝐞 | 𝟔𝐃/𝟓𝐍","Laos Weekend Escape is designed for Singapore-based professionals, couples, and small groups who want cultural richness, scenic beauty....","𝐋𝐚𝐨𝐬 𝐖𝐞𝐞𝐤𝐞𝐧𝐝 𝐄𝐬𝐜𝐚𝐩𝐞: 𝐇𝐞𝐫𝐢𝐭𝐚𝐠𝐞, 𝐀𝐝𝐯𝐞𝐧𝐭𝐮𝐫𝐞 & 𝐒𝐜𝐞𝐧𝐢𝐜 𝐒𝐞𝐫𝐞𝐧𝐢𝐭𝐲","1201","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/laos-weekend-escape-heritage-adventure/","true","2","7","24","Product|Offer","4","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/paksong-eco-trail-coffee-waterfalls-tribal-villages/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/paksong-eco-trail-coffee-waterfalls-tribal-villages/","text/html; charset=UTF-8","1-Day Paksong Eco-Trail: Coffee, Waterfalls &Tribal Villages","1-day eco-trail in Paksong. Explore lush coffee plantations, stunning waterfalls, and tribal villages for a unique adventure in nature and culture!","1-Day Paksong Eco-Trail: Coffee, Waterfalls &Tribal Villages","723","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/paksong-eco-trail-coffee-waterfalls-tribal-villages/","true","3","5","26","Product|Offer","7","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/southern-laos-delights-in-3-days/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/southern-laos-delights-in-3-days/","text/html; charset=UTF-8","Southern Laos Delights in 3 Days - Brother Tours Laos","Embark on a mesmerizing 3-day journey through the serene landscapes of Southern Laos.","Southern Laos Delights in 3 Days","687","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/southern-laos-delights-in-3-days/","true","2","2","24","Product|Offer","5","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/tribal-tour-of-northern-laos-7d-6n/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/tribal-tour-of-northern-laos-7d-6n/","text/html; charset=UTF-8","Tribal Tour of Northern Laos - 7D & 6N: Discover Hidden Cultures","Experience the untouched beauty and rich culture of Northern Laos' tribal regions in a 7-day adventure perfect for curious travelers","Tribal Tour of Northern Laos – 7D & 6N","1167","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/tribal-tour-of-northern-laos-7d-6n/","true","MISSING","2","22","Product|Offer","0","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/untouched-adventure-in-phongsaly-a-7d-6n/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/untouched-adventure-in-phongsaly-a-7d-6n/","text/html; charset=UTF-8","Untouched Adventure in Phongsaly - 7D & 6N: An Epic Journey","Explore the Adventure in Phongsaly on a 7-day adventure, immersing yourself in its rich traditions, dense forests, and serene landscapes.","Untouched Adventure in Phongsaly – A 7D & 6N","689","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/untouched-adventure-in-phongsaly-a-7d-6n/","true","3","2","16","Product|Offer","0","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour/unveiling-lao-charms-6d-5n/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/unveiling-lao-charms-6d-5n/","text/html; charset=UTF-8","Unveiling Lao Charms - 6D & 5N - Brother Tours Laos","Embark on a captivating journey through the enchanting land of Laos. From the vibrant capital city of Vientiane to the ancient wonders of Xieng Khouang and","Unveiling Lao Charms – 6D & 5N","1284","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/unveiling-lao-charms-6d-5n/","true","2","4","26","Product|Offer","1","tour","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/tour-landing-page/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/tour-landing-page/","text/html; charset=UTF-8","Tour Landing Page - Brother Tours Laos","The balmy summer air brings everyone out into the Baroque streets and riverside cafés of Slovenia’s jewel-like capital. It’s like walking into the most","5 DAY BALKAN EXPRESS TOUR","557","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour-landing-page/","true","MISSING","1","14","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","5","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/travel-blog/laos-rundreise-14-tage/","https://www.brothertours.com/post-sitemap.xml","200","https://www.brothertours.com/travel-blog/laos-rundreise-14-tage/","text/html; charset=UTF-8","Laos Rundreise 14 Tage – Kultur & Natur Kombination Brother Tours Laos","","Laos Rundreise 14 Tage – Kultur & Natur Kombination","1705","MISSING","","true","MISSING","5","13","","1","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/travel-blog/long-tieng-laos-the-secret-wars-most-important-base/","https://www.brothertours.com/post-sitemap.xml","200","https://www.brothertours.com/travel-blog/long-tieng-laos-the-secret-wars-most-important-base/","text/html; charset=UTF-8","Long Tieng Laos: The Secret War’s Most Important Base Brother Tours Laos","","The Secret War in Laos: Why Long Tieng Matters and How to Visit","1957","MISSING","","true","MISSING","5","14","","2","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/travel-blog/why-laos-is-the-most-underrated-destination-in-southeast-asia/","https://www.brothertours.com/post-sitemap.xml","200","https://www.brothertours.com/travel-blog/why-laos-is-the-most-underrated-destination-in-southeast-asia/","text/html; charset=UTF-8","Why Laos Is the Most Underrated Destination in Southeast Asia (With a Perfect Laos 10 Day Itinerary) Brother Tours Laos","","Why Laos Is the Most Underrated Destination in Southeast Asia (With a Perfect Laos 10 Day Itinerary)","2866","MISSING","","true","MISSING","5","14","","1","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/vientiane-capital/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/vientiane-capital/","text/html; charset=UTF-8","Vientiane Capital Tour Packages & Day Tours | Brother Tours","Explore Vientiane with curated vientiane day tours, city highlights, and cultural experiences. Flexible, local-led vientiane capital tour packages from Brother Tours.","","728","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/vientiane-capital/","true","MISSING","1","27","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article|Service","0","page_or_post","","E2","2026-08-11T00:57:42Z",""
"https://www.brothertours.com/schedule-a-free-travel-call/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/schedule-a-free-travel-call/","text/html; charset=UTF-8","Schedule a Free Travel Call - Brother Tours Laos","Book a free 15-minute discovery call with our tour expert. Get your questions answered, get travel tips, and see if our Founder-Led Laos Tour is right for you.","","570","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/schedule-a-free-travel-call/","true","MISSING","MISSING","14","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","0","page_or_post","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/search-tours/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/search-tours/","text/html; charset=UTF-8","Search Tours - Brother Tours Laos","","","529","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/search-tours/","true","MISSING","MISSING","24","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","0","page_or_post","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/should-visit-places/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/should-visit-places/","text/html; charset=UTF-8","Should visit Places - Brother Tours Laos","","","610","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/should-visit-places/","true","MISSING","MISSING","35","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","1","page_or_post","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/student-group-learning-adventures-with-brother-tours/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/student-group-learning-adventures-with-brother-tours/","text/html; charset=UTF-8","Student Group Learning Adventures with Brother Tours - Brother Tours Laos","","Student Group Learning Adventures with Brother Tours","221","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/student-group-learning-adventures-with-brother-tours/","true","MISSING","MISSING","25","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","10","page_or_post","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/sustainable-tourism-laos/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/sustainable-tourism-laos/","text/html; charset=UTF-8","Sustainable Travel with Brother Tours","Explore Laos Sustainable Travel ! Join Brother Tours for eco-friendly adventures that support local villages, protect nature, and preserve culture. Travel green with us!","","387","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/sustainable-tourism-laos/","true","MISSING","MISSING","15","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","0","page_or_post","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/terms-and-conditions/","https://www.brothertours.com/page-sitemap.xml","200","https://www.brothertours.com/terms-and-conditions/","text/html; charset=UTF-8","Terms of Service & Policy for Brother Tours: Know Your Rights","Read Brother Tours’ Terms of Service & Policy. Learn about our booking conditions, traveler rights, cancellations, and more to ensure a smooth experience.","Terms of Service & Policy","963","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/terms-and-conditions/","true","MISSING","MISSING","14","Place|GeoCoordinates|PostalAddress|ImageObject|WebSite|WebPage|Person|Article","0","page_or_post","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/12-day-exclusive-laos-tour-southeast-asia/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/12-day-exclusive-laos-tour-southeast-asia/","text/html; charset=UTF-8","12-Day Exclusive Laos Tour Hosted by the Founder - Brother Tours Laos","Join Brother Tours' Exclusive Insider Laos Tour, a 12-day cultural journey personally hosted by the Founder. Discover Laos like never before!","Exclusive Laos Tour & Southeast Asia with Brother Tours | 12-Day Journey Hosted by the Founder","1106","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/12-day-exclusive-laos-tour-southeast-asia/","true","MISSING","MISSING","24","Product|Offer","7","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/14-day-laos-private-expedition/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/14-day-laos-private-expedition/","text/html; charset=UTF-8","14-Day Private Laos Tour: Authentic Journey With Local Experts","Experience a 14-day private Laos tour through hidden landscapes, local cultures, and authentic experiences with Brother Tours' local experts.","14-Day Private Expedition into Laos’ Most Untold Places","832","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/14-day-laos-private-expedition/","true","MISSING","MISSING","28","Product|Offer","6","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/1-day-ancient-wonders-of-pakse-wat-phou/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/1-day-ancient-wonders-of-pakse-wat-phou/","text/html; charset=UTF-8","1-Day Ancient Wonders of Pakse & Wat Phou - Brother Tours","Experience Pakse's ancient wonders in a 1-day tour by Brother Tours. Visit Wat Phou, a UNESCO site, and explore historic temples and scenic landscapes.","1-Day Ancient Wonders of Pakse & Wat Phou","598","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-ancient-wonders-of-pakse-wat-phou/","true","MISSING","MISSING","28","Product|Offer","4","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/1-day-explore-the-untouched-of-luang-prabang/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/1-day-explore-the-untouched-of-luang-prabang/","text/html; charset=UTF-8","1-Day Explore the Untouched of Luang Prabang - Brother Tours Laos","Experience Explore the Untouched of Luang Prabang with a day tour exploring its cultural gems and a magical Mekong River sunset cruise.","1-Day Explore the Untouched of Luang Prabang & Mekong Sunset Cruise","801","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-explore-the-untouched-of-luang-prabang/","true","MISSING","MISSING","27","Product|Offer","6","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/1-day-hiking-hmong-village-and-kuangsi-waterfall/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/1-day-hiking-hmong-village-and-kuangsi-waterfall/","text/html; charset=UTF-8","1-Day Hiking Hmong village and Kuangsi Waterfall","Join our 1-day hiking tour to Hmong Village and Kuangsi Waterfall. Experience breathtaking scenery, local culture, and refreshing waterfall swims!","1-Day Hiking Hmong village and Kuangsi Waterfall","660","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-hiking-hmong-village-and-kuangsi-waterfall/","true","MISSING","MISSING","29","Product|Offer","5","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/1-day-mekong-cruise-pak-cave-and-whisky-village/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/1-day-mekong-cruise-pak-cave-and-whisky-village/","text/html; charset=UTF-8","1-Day Mekong cruise, Pak Cave and Whisky village - Brother Tours Laos","","1-Day Mekong cruise, Pak Cave and Whisky village","628","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-mekong-cruise-pak-cave-and-whisky-village/","true","MISSING","MISSING","29","Product|Offer","8","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/1-day-mekong-magic-don-det-don-khon-cycling-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/1-day-mekong-magic-don-det-don-khon-cycling-adventure/","text/html; charset=UTF-8","1-Day Mekong Magic: Don Det & Don Khon Cycling Adventure","Experience the Mekong magic of the with a 1-day cycling adventure to Don Det and Don Khon. Enjoy scenic views, local culture, and exciting island exploration!","1-Day Mekong Magic, Don Det & Don Khon Cycling Adventure","611","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-mekong-magic-don-det-don-khon-cycling-adventure/","true","MISSING","MISSING","27","Product|Offer","4","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/1-day-tour-highlight-of-vientiane/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/1-day-tour-highlight-of-vientiane/","text/html; charset=UTF-8","1-Day Tour: Highlights of Vientiane","Discover the best of Vientiane in a 1-day tour. Visit iconic landmarks, enjoy local cuisine, and immerse yourself in the culture of Laos' capital city.","1-Day Tour Highlight of Vientiane","614","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-tour-highlight-of-vientiane/","true","MISSING","MISSING","30","Product|Offer","9","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/1-day-vangvieng-adventure-wonders/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/1-day-vangvieng-adventure-wonders/","text/html; charset=UTF-8","Discover the 1-Day Vangvieng Adventure: Unveiling the Wonders of Laos' Nature","Dive into an exhilarating 1-day Vangvieng adventure in Laos, exploring nature, caves, and river adventures that thrill and inspire.","1-Day Vangvieng Adventure Wonders","857","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-vangvieng-adventure-wonders/","true","MISSING","MISSING","28","Product|Offer","4","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/1-day-vang-vieng-travel/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/1-day-vang-vieng-travel/","text/html; charset=UTF-8","1 day in Vang Vieng Travel in Vientiane : Your Ultimate Travel Guide","Discover the best experiences for 1 Day in Vang Vieng travel, Laos. Explore stunning landscapes, adventure activities, and local culture in just one day!","1-Day Vang Vieng Natural Wonders","828","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-vang-vieng-travel/","true","MISSING","MISSING","26","Product|Offer","5","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/3-day-immersive-local-life-experience/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/3-day-immersive-local-life-experience/","text/html; charset=UTF-8","3-Day Immersive Local Life Experience - Brother Tours Laos","","3-Day Immersive Local Life Experience","1169","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/3-day-immersive-local-life-experience/","true","MISSING","MISSING","27","Product|Offer","20","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/4-day-adventure-vientiane-muang-fueng-vang-vieng-highlights/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/4-day-adventure-vientiane-muang-fueng-vang-vieng-highlights/","text/html; charset=UTF-8","4 Day Adventure Vientiane, Muang Fueng and Vang Vieng Highlights - Brother Tours Laos","Embark on an unforgettable 4 Day Adventure Vientiane through Laos, exploring the historic city of Vientiane, the natural beauty of Muang Fueng, and the stunning landscapes of Vang Vieng. Discover ancient temples, breathtaking caves, and vibrant local culture on this expertly guided journey. Book your tour today!","4 Day Adventure Vientiane, Muang Fueng and Vang Vieng Highlights","1721","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/4-day-adventure-vientiane-muang-fueng-vang-vieng-highlights/","true","MISSING","MISSING","34","Product|Offer","8","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/4-day-vientiane-highlights-and-konglor-cave-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/4-day-vientiane-highlights-and-konglor-cave-adventure/","text/html; charset=UTF-8","4 Day Vientiane Highlights and Konglor Cave Adventure - Brother Tours Laos","","4 Day Vientiane Highlights and Konglor Cave Adventure","816","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/4-day-vientiane-highlights-and-konglor-cave-adventure/","true","MISSING","MISSING","31","Product|Offer","7","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/5-day-4-night-southern-laos-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/5-day-4-night-southern-laos-adventure/","text/html; charset=UTF-8","5-Day, 4-Night Southern Laos Adventure - Brother Tours Laos","Embark on a thrilling 5-day Laos adventure, exploring stunning waterfalls, ancient temples, and scenic landscapes. Explore Laos adventure with us!","5-Day, 4-Night Southern Laos Adventure","1533","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/5-day-4-night-southern-laos-adventure/","true","MISSING","MISSING","32","Product|Offer","8","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/6-day-authentic-laos-dive-deep-into-local-life-and-hidden-gems/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/6-day-authentic-laos-dive-deep-into-local-life-and-hidden-gems/","text/html; charset=UTF-8","6 Day Authentic Laos Dive Deep into Local Life and Hidden Gems - Brother Tours Laos","","6 Day Authentic Laos Dive Deep into Local Life and Hidden Gems","983","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/6-day-authentic-laos-dive-deep-into-local-life-and-hidden-gems/","true","MISSING","MISSING","31","Product|Offer","8","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
"https://www.brothertours.com/tour/6-day-laos-wonder-escape-vientiane-vangvieng/","https://www.brothertours.com/tour-sitemap.xml","200","https://www.brothertours.com/tour/6-day-laos-wonder-escape-vientiane-vangvieng/","text/html; charset=UTF-8","Easy 6 Day Laos Trip: Vientiane, Vang Vieng, Konglor Cave","6-Day Laos Wonder Escape with Brother Tours. Explore the breathtaking Konglor Cave, the vibrant city of Vientiane, and the natural beauty of Vang Vieng.","6-Day Laos Wonder Escape, Konglor cave, Vientiane and Vangvieng","1115","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/6-day-laos-wonder-escape-vientiane-vangvieng/","true","MISSING","MISSING","29","Product|Offer","6","tour","","E2","2026-08-11T01:02:16Z","Appended after initial crawl output truncation; graph metrics pending"
