"old_url","discovery_source","current_status","indexability","current_canonical","gsc_clicks","ga4_sessions","conversions","backlinks","new_url","action","reason","evidence_level","redirect_code","final_canonical","internal_links_updated","sitemap_action","owner","approval_state","qa_state","notes"
"https://www.brothertours.com/tour/paksong-eco-trail-coffee-waterfalls-tribal-villages/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/paksong-eco-trail-coffee-waterfalls-tribal-villages/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/southern-laos-delights-in-3-days/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/southern-laos-delights-in-3-days/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/tribal-tour-of-northern-laos-7d-6n/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/tribal-tour-of-northern-laos-7d-6n/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/untouched-adventure-in-phongsaly-a-7d-6n/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/untouched-adventure-in-phongsaly-a-7d-6n/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/unveiling-lao-charms-6d-5n/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/unveiling-lao-charms-6d-5n/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour-landing-page/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour-landing-page/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tours/","homepage/internal-link reconnaissance","301","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/travel-blog/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Live/internal discovery exists but value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; choose closest equivalent or real 404/410 after evidence review"
"https://www.brothertours.com/travel-blog/laos-rundreise-14-tage/","https://www.brothertours.com/post-sitemap.xml","200","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/travel-blog/long-tieng-laos-the-secret-wars-most-important-base/","https://www.brothertours.com/post-sitemap.xml","200","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/travel-blog/why-laos-is-the-most-underrated-destination-in-southeast-asia/","https://www.brothertours.com/post-sitemap.xml","200","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/vientiane-capital/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/vientiane-capital/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink, historical and approved content-equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/personnel/julie-virasak/","https://www.brothertours.com/personnel-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/julie-virasak/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/personnel/ken/","https://www.brothertours.com/personnel-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/ken/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/personnel/michael-neng-thao/","https://www.brothertours.com/personnel-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/michael-neng-thao/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/personnel/miss-aping-souliseum/","https://www.brothertours.com/personnel-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/miss-aping-souliseum/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/personnel/sak/","https://www.brothertours.com/personnel-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/personnel/sak/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/plan-my-laos-trip/","source-code redirect rule","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","https://www.brothertours.com/build-my-trip/","NEEDS_DECISION","Value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; decide after evidence review"
"https://www.brothertours.com/popular-travel-experiences/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/popular-travel-experiences/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/portfolio/inceptos-bibendum-sem/","https://www.brothertours.com/portfolio-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/portfolio/inceptos-bibendum-sem/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/privacy/","homepage/internal-link reconnaissance","404","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Value, equivalence, redirect history and owner approval are missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; decide after evidence review"
"https://www.brothertours.com/privacy-policy/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/privacy-policy/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/rentals/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; decide after evidence review"
"https://www.brothertours.com/request-to-join-this-founder-led-tour/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, …3717 tokens truncated…https://www.brothertours.com/tour/6-day-laos-wonder-escape-vientiane-vangvieng/""","https://www.brothertours.com/tour-sitemap.xml","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/schedule-a-free-travel-call/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/schedule-a-free-travel-call/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/search-tours/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/search-tours/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/should-visit-places/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/should-visit-places/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/southern-laos-2/","homepage/internal-link reconnaissance","200","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Value, equivalence, redirect history and owner approval are missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; decide after evidence review"
"https://www.brothertours.com/student-group-learning-adventures-with-brother-tours/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/student-group-learning-adventures-with-brother-tours/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/student-group-tours/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; decide after evidence review"
"https://www.brothertours.com/sustainable-tourism-laos/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/sustainable-tourism-laos/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/sustainable-tourism-laos-community-brother-tours/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; decide after evidence review"
"https://www.brothertours.com/terms/","homepage/internal-link reconnaissance","404","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Value, equivalence, redirect history and owner approval are missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; decide after evidence review"
"https://www.brothertours.com/terms-and-conditions/","https://www.brothertours.com/page-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/terms-and-conditions/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/ticketing/","homepage/internal-link reconnaissance","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Value, equivalence, redirect history and owner approval are missing","E1","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","Do not redirect to homepage; decide after evidence review"
"https://www.brothertours.com/tour/12-day-exclusive-laos-tour-southeast-asia/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/12-day-exclusive-laos-tour-southeast-asia/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/14-day-laos-private-expedition/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/14-day-laos-private-expedition/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/1-day-ancient-wonders-of-pakse-wat-phou/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-ancient-wonders-of-pakse-wat-phou/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/1-day-explore-the-untouched-of-luang-prabang/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-explore-the-untouched-of-luang-prabang/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/1-day-hiking-hmong-village-and-kuangsi-waterfall/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-hiking-hmong-village-and-kuangsi-waterfall/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/1-day-mekong-cruise-pak-cave-and-whisky-village/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-mekong-cruise-pak-cave-and-whisky-village/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/1-day-mekong-magic-don-det-don-khon-cycling-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-mekong-magic-don-det-don-khon-cycling-adventure/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/1-day-tour-highlight-of-vientiane/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-tour-highlight-of-vientiane/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/1-day-vangvieng-adventure-wonders/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-vangvieng-adventure-wonders/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/1-day-vang-vieng-travel/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/1-day-vang-vieng-travel/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/3-day-immersive-local-life-experience/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/3-day-immersive-local-life-experience/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/4-day-adventure-vientiane-muang-fueng-vang-vieng-highlights/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/4-day-adventure-vientiane-muang-fueng-vang-vieng-highlights/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
"https://www.brothertours.com/tour/4-day-vientiane-highlights-and-konglor-cave-adventure/","https://www.brothertours.com/tour-sitemap.xml","200","follow, index, max-video-preview:-1, max-image-preview:large","https://www.brothertours.com/tour/4-day-vientiane-highlights-and-konglor-cave-adventure/","MISSING","MISSING","MISSING","MISSING","MISSING","NEEDS_DECISION","Performance, backlink and approved equivalence evidence is missing","E2","MISSING","MISSING","false","NEEDS_DECISION","WordPressistic - Shuvo","pending","not_tested","No final migration action before Gate A approval"
